"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"Danny Cannon",125,100,41,970,"Mekhi Phifer",45000,39989008,"Muse Watson","I Still Know What You Did Last Summer ",55398,49847,"Bill Cobbs",418,"R",2.4e+07,1998,1000,4.6,891,"Thriller_Crime"
"Bonnie Hunt",106,115,597,597,"Jim Belushi",893,32662299,"Minnie Driver","Return to Me ",16469,3946,"Bonnie Hunt",275,"PG",2.4e+07,2000,854,6.9,0,"Romance_Comedy_Drama"
"Kevin Smith",247,101,0,92,"Jeff Anderson",218,31452765,"Gerry Bednob","Zack and Miri Make a Porno ",149835,638,"Jennifer Schwalbach Smith",243,"R",2.4e+07,2008,216,6.6,0,"Romance_Comedy"
"Grant Heslov",271,94,293,939,"Jeff Bridges",18000,32416109,"Kevin Spacey","The Men Who Stare at Goats ",109620,32474,"Stephen Root",268,"R",2.5e+07,2009,12000,6.2,15000,"Comedy_Action"
"George Gallo",45,88,269,384,"Eddie Griffin",1000,20218,"Daniel Roebuck","Double Take ",5431,2557,"Garcelle Beauvais",50,"PG-13",2.4e+07,2001,489,5.3,204,"Comedy_Thriller_Crime_Action"
"James Mangold",133,127,446,898,"Clea DuVall",11000,28871190,"Angelina Jolie Pitt","Girl, Interrupted ",125421,13433,"Vanessa Redgrave",385,"R",2.4e+07,1999,1000,7.3,0,"Drama"
"Robert Luketic",84,95,126,886,"Gary Cole",2000,16964743,"Topher Grace","Win a Date with Tad Hamilton! ",22844,4681,"Nathan Lane",140,"PG-13",2.4e+07,2004,989,5.6,876,"Romance_Comedy"
"Tim Hill",70,87,25,611,"F. Murray Abraham",1000,16290976,"Josh Charles","Muppets from Space ",14637,3243,"David Arquette",100,"G",2.4e+07,1999,670,6.2,619,"Comedy_Action"
"Sidney Lumet",32,118,0,227,"Diana Ross",738,13000000,"Lena Horne","The Wiz ",10895,1458,"Theresa Merritt",150,"G",2.4e+07,1978,295,5.2,0,"Action"
"Brian Robbins",51,107,48,940,"Ellen Albertini Dow",1000,12372410,"Oliver Platt","Ready to Rumble ",11709,4971,"Martin Landau",101,"PG-13",2.4e+07,2000,957,5.3,650,"Comedy"
"Ron Shelton",73,124,41,197,"Robert Wagner",512,8427204,"Willie Garson","Play It to the Bone ",10100,1523,"Lolita Davidovich",59,"R",2.4e+07,1999,481,5.4,153,"Comedy_Drama"
"Douglas McGrath",169,89,41,847,"Busy Philipps",2000,9639242,"Olivia Munn","I Don't Know How She Does It ",16437,5470,"Jessica Szohr",68,"PG-13",2.4e+07,2011,1000,4.9,0,"Romance_Comedy"
"Steve Boyum",18,93,9,254,"M.C. Gainey",23000,4308981,"Paul Walker","Meet the Deedles ",2265,24436,"A.J. Langer",37,"PG",2.4e+07,1998,284,3.9,839,"Comedy"
"George Tillman Jr.",196,98,88,706,"Tom Berenger",12000,23225911,"Dwayne Johnson","Faster ",80574,14699,"Mike Epps",157,"R",2.4e+07,2010,854,6.5,12000,"Drama_Thriller_Crime_Action"
"Ruben Fleischer",445,88,181,11,"Bill Murray",15000,75590286,"Emma Stone","Zombieland ",386217,28011,"Derek Graf",553,"R",23600000,2009,13000,7.7,26000,"Comedy_Thriller_Action"
"Irvin Kershner",223,127,883,441,"Kenny Baker",11000,290158751,"Harrison Ford","Star Wars: Episode V - The Empire Strikes Back ",837759,12643,"Anthony Daniels",900,"PG",1.8e+07,1980,504,8.8,17000,"Action"
"David Zucker",43,85,119,144,"Priscilla Presley",3000,86930411,"George Kennedy","The Naked Gun 2½: The Smell of Fear ",83269,3847,"O.J. Simpson",87,"PG-13",2.3e+07,1991,348,6.8,0,"Comedy_Crime"
"James Wong",211,98,70,591,"Brendan Fehr",1000,53302314,"Daniel Roebuck","Final Destination ",181058,3345,"Kerr Smith",674,"R",2.3e+07,2000,847,6.7,0,"Thriller"
"George Clooney",421,101,0,1000,"Philip Seymour Hoffman",33000,40962534,"Ryan Gosling","The Ides of March ",188652,57077,"Jennifer Ehle",288,"R",12500000,2011,22000,7.1,22000,"Drama"
"David Twohy",214,112,123,787,"Radha Mitchell",14000,39235088,"Vin Diesel","Pitch Black ",193962,16196,"Cole Hauser",805,"R",2.3e+07,2000,991,7.1,5000,"Thriller_Action"
"Tony Goldwyn",92,97,956,99,"Ellen Barkin",20000,27338033,"Hugh Jackman","Someone Like You... ",19709,20798,"Catherine Dent",167,"PG-13",2.3e+07,2001,551,6.1,0,"Romance_Comedy"
"Spike Jonze",574,126,0,105,"Brian Johnson",19000,25556065,"Scarlett Johansson","Her ",355126,19359,"Matt Letscher",748,"R",2.3e+07,2013,128,8,148000,"Romance_Drama_Action"
"John Dahl",140,97,131,62,"Jessica Bowman",23000,21973182,"Paul Walker","Joy Ride ",53415,23242,"Dell Yount",339,"R",2.3e+07,2001,81,6.6,0,"Thriller_Crime"
"Wayne Wang",36,114,61,407,"Eva Amurri Martino",20000,18653615,"Natalie Portman","Anywhere But Here ",14786,22040,"Shawn Hatosy",103,"PG-13",2.3e+07,1999,797,6.1,638,"Comedy_Drama"
"Andy Cadiff",65,101,3,120,"Stark Sands",448,12189514,"Annabella Sciorra","Chasing Liberty ",30092,829,"Terence Maynard",129,"PG-13",2.3e+07,2004,143,6.1,0,"Romance_Comedy"
"Michael Dinner",53,88,12,249,"Dan Hedaya",327,13019253,"Seymour Cassel","The Crew ",3914,1509,"Lainie Kazan",47,"PG-13",2.3e+07,2000,281,5.6,153,"Comedy_Crime"
"Joseph Sargent",80,92,114,434,"Mario Van Peebles",912,20763013,"Judith Barsi","Jaws: The Revenge ",30840,2355,"Lynn Whitfield",383,"PG-13",2.3e+07,1987,535,2.8,0,"Thriller_Action"
"Jerry Zaks",45,98,4,11000,"Robert De Niro",29000,12782508,"Leonardo DiCaprio","Marvin's Room ",20163,63194,"Meryl Streep",71,"PG-13",2.3e+07,1996,22000,6.7,1000,"Drama"
"Fred Durst",47,94,258,424,"Dash Mihok",721,11508423,"Tasha Smith","The Longshots ",3174,2453,"Garrett Morris",19,"PG",2.3e+07,2008,463,5.1,376,"Comedy_Drama"
"Simon Wincer",30,98,23,982,"Tia Carrere",1000,7434726,"Vanessa Williams","Harley Davidson and the Marlboro Man ",14473,3671,"Don Johnson",81,"R",2.3e+07,1991,1000,6,0,"Drama_Thriller_Crime_Action"
"Mira Nair",118,141,300,73,"Roger Lloyd Pack",805,16123851,"Romola Garai","Vanity Fair ",17373,1618,"Lillete Dubey",148,"PG-13",2.3e+07,2004,539,6.2,767,"Drama"
"Mikael Håfström",314,114,101,23,"Kim Thomson",129,71975611,"Drew Powell","1408 ",209396,214,"Alexandra Silber",580,"PG-13",2.5e+07,2007,25,6.8,11000,"Thriller_Action"
"Mel Brooks",103,96,0,542,"Dick Van Patten",1000,38119483,"Joan Rivers","Spaceballs ",136667,2936,"Michael Winslow",273,"PG",22700000,1987,605,7.1,13000,"Comedy_Action"
"Bobby Farrelly",171,107,101,743,"Lin Shaye",931,176483808,"Sarah Silverman","There's Something About Mary ",247289,4664,"Richard Tyson",611,"R",2.3e+07,1998,852,7.1,0,"Romance_Comedy"
"John Pasquin",64,97,11,595,"Eric Lloyd",901,144833357,"Judge Reinhold","The Santa Clause ",64742,2790,"Peter Boyle",111,"PG",2.2e+07,1994,775,6.4,0,"Comedy_Drama_Action"
"John Lee Hancock",92,127,102,1000,"Jay Hernandez",2000,75597042,"Dennis Quaid","The Rookie ",26434,6657,"Angus T. Jones",174,"G",2e+07,2002,1000,7,0,"Drama"
"Andy Fickman",112,110,99,835,"Kyra Sedgwick",12000,90636983,"Dwayne Johnson","The Game Plan ",44021,15170,"Madison Pettis",83,"PG",2.2e+07,2007,941,6.2,0,"Comedy"
"Clint Eastwood",69,135,16000,86,"Meryl Streep",16000,70960517,"Clint Eastwood","The Bridges of Madison County ",54631,27237,"Debra Monk",192,"PG-13",3.5e+07,1995,11000,7.5,0,"Romance_Drama"
"Luke Greenfield",75,84,42,182,"Michael Papajohn",436,55762229,"Louis Lombardi","The Animal ",47383,1203,"Colleen Haskell",132,"PG-13",2.2e+07,2001,241,4.8,1000,"Comedy_Action"
"Lasse Hallström",180,122,529,171,"Charlotte Le Bon",820,54235441,"Manish Dayal","The Hundred-Foot Journey ",52894,1484,"Juhi Chawla",185,"PG",2.2e+07,2014,201,7.3,55000,"Comedy_Drama"
"Irwin Winkler",53,114,34,287,"Jeremy Northam",649,50728000,"Ken Howard","The Net ",48909,1725,"Ray McKinnon",166,"PG-13",2.2e+07,1995,327,5.8,0,"Drama_Thriller_Crime_Action"
"Jessie Nelson",129,132,24,506,"Loretta Devine",967,40270895,"Dianne Wiest","I Am Sam ",121937,3152,"Richard Schiff",431,"PG-13",2.2e+07,2001,912,7.6,15000,"Drama"
"Christopher Spencer",61,170,25,55,"Amber Rose Revah",329,59696176,"Roma Downey","Son of God ",15448,775,"Darwin Shaw",174,"PG-13",2.2e+07,2014,134,5.6,15000,"Drama"
"Mikael Håfström",116,112,101,218,"RZA",896,36020063,"Denis O'Hare","Derailed ",62584,2019,"Xzibit",375,"R",2.2e+07,2005,561,6.6,0,"Drama_Thriller"
"Mike Bigelow",98,83,2,137,"Eddie Griffin",591,22264487,"Carlos Ponce","Deuce Bigalow: European Gigolo ",41239,1729,"Charles Keating",166,"R",2.2e+07,2005,489,4.6,887,"Comedy"
"Ken Scott",168,105,31,110,"Bobby Moynihan",390,30659817,"Jack Reynor","Delivery Man ",59805,1006,"Matthew Daddario",95,"PG-13",2.6e+07,2013,311,6.4,0,"Comedy_Drama"
"Paul McGuigan",159,110,118,287,"Spencer Wilding",11000,5773519,"Daniel Radcliffe","Victor Frankenstein ",28621,12876,"Daniel Mays",91,"PG-13",4e+07,2015,1000,6,11000,"Drama_Thriller_Action"
"David Bowers",88,94,42,517,"Rachael Harris",975,49002815,"Zachary Gordon","Diary of a Wimpy Kid: Dog Days ",15665,3153,"Karan Brar",35,"PG",2.2e+07,2012,569,6.4,0,"Comedy"
"Spike Lee",85,142,0,854,"Jennifer Esposito",978,19283782,"Mira Sorvino","Summer of Sam ",31227,5386,"Mike Starr",354,"R",2.2e+07,1999,911,6.6,0,"Romance_Drama_Thriller_Crime"
"Kevin Smith",181,104,0,898,"Shannon Elizabeth",8000,30059386,"Will Ferrell","Jay and Silent Bob Strike Back ",128593,11632,"Jason Mewes",867,"R",2.2e+07,2001,1000,6.9,0,"Comedy"
"Daniel Sackheim",95,106,12,595,"Bruce Dern",962,17951431,"Chris Noth","The Glass House ",25462,4239,"Trevor Morgan",200,"PG-13",3e+07,2001,844,5.8,804,"Drama_Thriller_Crime"
"Gary Fleder",203,100,39,798,"James Franco",26000,19783777,"Jason Statham","Homefront ",82804,39989,"Frank Grillo",154,"R",2.2e+07,2013,11000,6.5,15000,"Drama_Thriller_Crime_Action"
"David O. Russell",183,107,737,678,"Lily Tomlin",6000,12784713,"Naomi Watts","I Heart Huckabees ",56813,8094,"Isabelle Huppert",381,"R",2.2e+07,2004,718,6.7,0,"Comedy"
"Fred Dekker",75,104,87,691,"Rip Torn",1000,10696210,"CCH Pounder","RoboCop 3 ",35018,3148,"Mako",180,"PG-13",23500000,1993,826,3.9,716,"Thriller_Crime_Action"
"Brian Trenchard-Smith",18,104,53,576,"Udo Kier",2000,5974653,"Michael Biehn","Megiddo: The Omega Code 2 ",2253,4221,"Franco Nero",111,"PG-13",2.2e+07,2001,595,4.1,158,"Thriller_Action"
"Blake Edwards",22,143,688,42,"Vernon Dobtcheff",638,5000000,"Rock Hudson","Darling Lili ",1547,788,"Jeremy Kemp",50,"G",2.5e+07,1970,50,6.2,104,"Romance_Comedy_Drama_Action"
"Hugh Wilson",41,77,37,795,"Alex Rocco",3000,9694105,"Brendan Fraser","Dudley Do-Right ",8176,5568,"Eric Idle",77,"PG",2.2e+07,1999,968,3.8,272,"Romance_Comedy"
"David Palmer",176,100,21,552,"Tom Arnold",14000,13746550,"Bradley Cooper","Hit and Run ",29322,15922,"Beau Bridges",104,"R",2e+06,2012,618,6.1,0,"Romance_Comedy_Action"
"John Curran",138,105,43,827,"Milla Jovovich",22000,1796024,"Robert De Niro","Stone ",34985,37766,"Frances Conroy",135,"R",2.2e+07,2010,14000,5.4,0,"Drama_Thriller"
"Scott Cooper",288,116,108,120,"Sam Shepard",23000,11326836,"Christian Bale","Out of the Furnace ",83171,24134,"Dendrie Taylor",231,"R",2.2e+07,2013,820,6.8,17000,"Drama_Thriller_Crime"
"Tony Gilroy",299,119,209,521,"Denis O'Hare",1000,49024969,"Tom Wilkinson","Michael Clayton ",133367,3284,"Sydney Pollack",363,"R",2.5e+07,2007,896,7.3,0,"Drama_Thriller_Crime"
"Peter Segal",27,101,88,812,"Bradley Whitford",957,22294341,"Wilford Brimley","My Fellow Americans ",12278,4629,"Sela Ward",71,"PG-13",21500000,1996,821,6.5,758,"Comedy_Action"
"Mark Pellington",155,117,89,442,"Spencer Treat Clark",12000,24362501,"Jeff Bridges","Arlington Road ",69980,13576,"Hope Davis",591,"R",21500000,1999,541,7.2,0,"Drama_Thriller_Crime"
"Woody Allen",275,112,11000,159,"Judy Davis",385,16684352,"Ornella Muti","To Rome with Love ",67893,1205,"Alessandra Mastronardi",163,"R",1.7e+07,2012,223,6.3,18000,"Romance_Comedy"
"Clint Eastwood",43,136,16000,216,"Warren Clarke",16000,46700000,"Clint Eastwood","Firefox ",19832,16805,"Kenneth Colley",98,"PG",2.1e+07,1982,281,5.9,0,"Thriller_Action"
"Trey Parker",163,81,406,406,"Eric Idle",893,52008288,"Minnie Driver","South Park: Bigger Longer & Uncut ",162037,3003,"Trey Parker",928,"R",2.1e+07,1999,795,7.8,0,"Comedy_Action"
"Frank Oz",168,87,0,548,"Ewen Bremner",22000,8579684,"Peter Dinklage","Death at a Funeral ",89547,24324,"Kris Marshall",199,"R",9e+06,2007,557,7.4,0,"Comedy"
"Stuart Gillard",60,96,8,199,"John Aylward",533,42660000,"Paige Turco","Teenage Mutant Ninja Turtles III ",25086,1254,"Matt Hill",87,"PG",1.7e+07,1993,219,4.8,1000,"Comedy_Action"
"Brian Robbins",85,106,48,39,"D.B. Sweeney",18000,40219708,"Keanu Reeves","Hardball ",22649,18630,"DeWayne Warren",131,"PG-13",2.1e+07,2001,558,6.3,0,"Drama"
"David O. Russell",539,122,737,14000,"Robert De Niro",34000,132088910,"Jennifer Lawrence","Silver Linings Playbook ",533607,72115,"Bradley Cooper",692,"R",2.1e+07,2012,22000,7.8,117000,"Romance_Comedy_Drama"
"Jeff Wadlow",140,110,65,149,"Neil Brown Jr.",3000,24848292,"Djimon Hounsou","Never Back Down ",80556,4089,"Leslie Hope",184,"PG-13",2e+07,2008,427,6.6,0,"Drama_Action"
"Sam Mendes",217,98,0,374,"Jim Gaffigan",925,9430988,"Catherine O'Hara","Away We Go ",45992,1997,"Carmen Ejogo",115,"R",1.7e+07,2009,472,7.1,7000,"Romance_Comedy_Drama"
"Joshua Michael Stern",131,120,0,886,"Judge Reinhold",1000,16284360,"Madeline Carroll","Swing Vote ",15079,6212,"Nathan Lane",79,"PG-13",2.1e+07,2008,901,6.1,1000,"Comedy_Drama"
"Brad Silberling",111,112,52,347,"Holly Hunter",15000,6830957,"Jake Gyllenhaal","Moonlight Mile ",11983,16692,"Bob Clendenin",147,"PG-13",2.1e+07,2002,1000,6.7,365,"Romance_Drama"
"John Duigan",16,102,18,186,"Jill Hennessy",670,15593,"Elaine Hendrix","Molly ",2295,1562,"Sarah Wynter",40,"PG-13",2.1e+07,1999,419,5.8,284,"Romance_Comedy_Drama"
"Jodie Foster",276,91,0,220,"Cherry Jones",34000,958319,"Jennifer Lawrence","The Beaver ",39764,34705,"Riley Thomas Stewart",148,"PG-13",2.1e+07,2011,242,6.7,17000,"Drama"
"Colin Higgins",11,114,19,842,"Barry Corbin",1000,69700000,"Dolly Parton","The Best Little Whorehouse in Texas ",7748,3688,"Dom DeLuise",48,"R",3.5e+07,1982,883,5.8,0,"Comedy"
"Steven Spielberg",234,115,14000,488,"Karen Allen",11000,242374454,"Harrison Ford","Raiders of the Lost Ark ",661017,12906,"William Hootkins",771,"PG",1.8e+07,1981,783,8.5,16000,"Action"
"Chris Columbus",37,120,0,1000,"Kieran Culkin",3000,173585516,"Macaulay Culkin","Home Alone 2: Lost in New York ",200077,7860,"Devin Ratray",189,"PG",1.8e+07,1992,1000,6.6,0,"Comedy_Action"
"Steven Spielberg",171,135,14000,252,"Teri Garr",559,128300000,"Bob Balaban","Close Encounters of the Third Kind ",139288,1591,"Melinda Dillon",339,"PG",19400870,1977,481,7.7,0,"Drama_Action"
"Jim Sonzero",148,90,2,807,"Christina Milian",16000,20259297,"Ian Somerhalder","Pulse ",24969,19952,"Rick Gonzalez",258,"PG-13",2e+07,2006,1000,4.7,0,"Drama_Thriller_Action"
"Tony Scott",50,100,12000,605,"Judge Reinhold",936,153665036,"Dean Stockwell","Beverly Hills Cop II ",84824,4121,"Ronny Cox",95,"R",2.8e+07,1987,901,6.4,0,"Comedy_Thriller_Crime_Action"
"Adam Shankman",121,105,163,338,"Kimberly J. Brown",1000,132541238,"Angus T. Jones","Bringing Down the House ",30058,2505,"Steve Harris",236,"PG-13",3.3e+07,2003,409,5.5,800,"Comedy"
"Jonathan Demme",185,138,438,173,"Scott Glenn",12000,130727000,"Anthony Hopkins","The Silence of the Lambs ",887467,13184,"Anthony Heald",916,"R",1.9e+07,1991,826,8.6,40000,"Drama_Thriller_Crime"
"Penelope Spheeris",61,94,122,617,"Lara Flynn Boyle",1000,121697350,"Tia Carrere","Wayne's World ",114610,4263,"Kurt Fuller",176,"PG-13",2e+07,1992,619,7,0,"Comedy"
"Jeff Tremaine",156,101,79,218,"Steve-O",608,117224271,"Bam Margera","Jackass 3D ",47794,1787,"Chris Pontius",81,"R",2e+07,2010,362,7.1,0,"Comedy_Action"
"Jeannot Szwarc",75,131,82,85,"Murray Hamilton",813,102922376,"Roy Scheider","Jaws 2 ",51314,1520,"Joseph Mascolo",265,"PG",2e+07,1978,366,5.7,0,"Thriller_Action"
"Raja Gosnell",100,91,67,597,"Nick Zano",2000,94497271,"Jamie Lee Curtis","Beverly Hills Chihuahua ",17829,4729,"Ali Hillis",99,"PG",2e+07,2008,641,3.7,0,"Romance_Comedy_Drama_Action"
"James Wan",511,112,0,697,"Lili Taylor",6000,137387272,"Mackenzie Foy","The Conjuring ",300110,9049,"Hayley McFarland",807,"R",2e+07,2013,960,7.5,131000,"Thriller_Crime"
"Brian Levant",75,95,32,563,"Tracy Morgan",826,82301521,"Nia Long","Are We There Yet? ",22679,3558,"Jay Mohr",149,"PG",3.2e+07,2005,642,4.6,773,"Romance_Comedy_Action"
"Ben Falcone",148,100,265,265,"Mark Duplass",989,84518155,"Gary Cole","Tammy ",35965,2654,"Ben Falcone",144,"R",2e+07,2014,830,4.9,11000,"Comedy"
"D.J. Caruso",253,105,154,501,"Aaron Yoo",884,80050171,"Sarah Roemer","Disturbia ",186984,2287,"Jose Pablo Cantillo",491,"PG-13",2e+07,2007,617,6.9,0,"Drama_Thriller_Crime"
"Richard Linklater",204,108,0,487,"Sarah Silverman",2000,81257845,"Miranda Cosgrove","School of Rock ",210680,4403,"Mike White",479,"PG-13",3.5e+07,2003,931,7.1,0,"Comedy"
"Paul W.S. Anderson",72,101,545,545,"Cary-Hiroyuki Tagawa",1000,70360285,"Christopher Lambert","Mortal Kombat ",81783,3816,"Bridgette Wilson-Sampras",283,"PG-13",1.8e+07,1995,1000,5.8,0,"Thriller_Action"
"Paul McGuigan",98,114,118,40,"Christopher Cousins",489,12831121,"Jessica Paré","Wicker Park ",44979,679,"Mark Camacho",298,"PG-13",3e+07,2004,93,7,0,"Romance_Drama_Thriller_Crime"
"Keenen Ivory Wayans",62,109,322,861,"Jaime King",1000,69148997,"Busy Philipps","White Chicks ",98794,6313,"Brittany Daniel",251,"PG-13",3.7e+07,2004,960,5.4,0,"Comedy_Crime"
"Alexander Payne",549,115,729,552,"Nick Krause",8000,82624961,"Shailene Woodley","The Descendants ",205284,9578,"Beau Bridges",439,"R",2e+07,2011,727,7.3,22000,"Comedy_Drama"
"Julie Anne Robinson",123,107,30,318,"Bobby Coleman",742,62933793,"Kelly Preston","The Last Song ",62421,2341,"Melissa Ordway",185,"PG",2e+07,2010,360,5.8,10000,"Romance_Drama"
"Steve McQueen",597,134,0,500,"Scoot McNairy",2000,56667870,"Quvenzhané Wallis","12 Years a Slave ",439176,4251,"Taran Killam",695,"R",2e+07,2013,660,8.1,83000,"Drama"
"Charles Stone III",64,118,30,284,"Nick Cannon",962,56398162,"Leonard Roberts","Drumline ",28649,2390,"Jason Weaver",185,"PG-13",2e+07,2002,593,5.7,2000,"Romance_Comedy_Drama"
"Tyler Perry",40,121,0,721,"Cicely Tyson",2000,60072596,"Michael Jai White","Why Did I Get Married Too? ",7664,6657,"Tasha Smith",68,"PG-13",2e+07,2010,907,4.4,0,"Romance_Comedy_Drama"
"Jon Lucas",81,100,24,851,"Jay Hernandez",15000,55461307,"Mila Kunis","Bad Moms ",4654,18786,"Jada Pinkett Smith",46,"R",2e+07,2016,1000,6.7,18000,"Comedy"
"Aaron Seltzer",99,85,64,729,"Carmen Electra",3000,48546578,"Alyson Hannigan","Date Movie ",50415,6539,"Fred Willard",613,"PG-13",2e+07,2006,869,2.7,806,"Romance_Comedy"
"Robin Budd",80,72,2,434,"Rob Paulsen",1000,48423368,"Roger Rees","Return to Never Land ",13324,3402,"Spencer Breslin",79,"G",2e+07,2002,677,5.8,302,"Action"
"Steve Trenbirth",85,72,0,384,"Phil Collins",3000,47887943,"Haley Joel Osment","The Jungle Book 2 ",11634,4480,"Tony Jay",58,"G",2e+07,2003,455,5.4,227,"Action"
"Stephen Kay",140,89,19,349,"Skye McCole Bartusiak",526,46363118,"Barry Watson","Boogeyman ",25960,1383,"Charles Mesure",389,"PG-13",2e+07,2005,392,4.1,1000,"Drama_Thriller_Crime"
"Mennan Yapo",184,96,9,107,"Amber Valletta",826,47852604,"Nia Long","Premonition ",62364,1825,"Marc Macaulay",337,"PG-13",2e+07,2007,626,5.9,0,"Drama_Thriller_Crime"
"Jun Falkenstein",89,77,25,16,"John Fiedler",304,45542421,"Kath Soucie","The Tigger Movie ",13319,575,"Ken Sansom",53,"G",3e+07,2000,253,6.3,347,"Comedy_Drama"
"Boaz Yakin",61,111,132,455,"Joseph Julian Soria",1000,42652003,"Jay Hernandez","Max ",18915,2851,"Edgar Arreola",87,"PG",2e+07,2015,465,6.8,33000,"Action"
"Jason Friedberg",112,93,82,729,"Carmen Electra",926,39737645,"David Carradine","Epic Movie ",89687,4293,"Fred Willard",666,"PG-13",2e+07,2007,869,2.3,0,"Comedy_Action"
"John Milius",166,129,468,183,"Mako",919,37567440,"William Smith","Conan the Barbarian ",113068,2024,"Sandahl Bergman",337,"R",2e+07,1982,691,6.9,0,"Action"
"Tom McCarthy",474,128,310,77,"Jamey Sheridan",745,44988180,"Billy Crudup","Spotlight ",195333,1058,"Brian d'Arcy James",409,"R",2e+07,2015,168,8.1,80000,"Drama_Crime"
"Neil LaBute",165,110,119,332,"Justin Chambers",1000,39263506,"Jay Hernandez","Lakeview Terrace ",40469,2382,"Robert Pine",135,"PG-13",2.2e+07,2008,931,6.1,0,"Drama_Thriller_Crime"
"Takashi Shimizu",131,137,70,464,"Sarah Roemer",4000,39143839,"Sarah Michelle Gellar","The Grudge 2 ",38658,5746,"Matthew Knight",284,"PG-13",2e+07,2006,884,5,930,"Thriller"
"Kevin Rodney Sullivan",29,124,8,232,"James Pickens Jr.",508,37672350,"Richard Lawson","How Stella Got Her Groove Back ",5427,1660,"Barry Shabaka Henley",51,"R",2e+07,1998,270,5.5,0,"Romance_Comedy_Drama"
"Peter Hewitt",43,93,12,636,"George Carlin",18000,38037513,"Keanu Reeves","Bill & Ted's Bogus Journey ",49680,20188,"Alex Winter",117,"PG",2e+07,1991,769,6.2,0,"Comedy_Action"
"Anton Corbijn",333,105,210,101,"Thekla Reuten",978,35596227,"Violante Placido","The American ",79461,1454,"Filippo Timi",463,"R",2e+07,2010,191,6.3,10000,"Drama_Thriller_Crime"
"Gregory Nava",37,127,16,399,"Constance Marie",565,35422828,"Jon Seda","Selena ",19126,1735,"Jacob Vargas",155,"PG",2e+07,1997,441,6.7,0,"Drama"
"Jason Friedberg",122,82,82,354,"Dave Foley",759,36658108,"Diedrich Bader","Vampires Suck ",39095,2898,"Anneliese van der Pol",187,"PG-13",2e+07,2010,401,3.5,16000,"Comedy"
"Shawn Levy",156,103,189,949,"Abigail Spencer",2000,34290142,"Tina Fey","This Is Where I Leave You ",54242,4662,"Jane Fonda",145,"R",19800000,2014,1000,6.6,14000,"Comedy_Drama"
"John Patrick Shanley",293,104,53,652,"Meryl Streep",22000,33422556,"Philip Seymour Hoffman","Doubt ",99236,33903,"Carrie Preston",321,"PG-13",2e+07,2008,11000,7.5,0,"Drama_Crime"
"Trey Parker",233,98,406,406,"Maurice LaMarche",860,32774834,"Jeremy Shada","Team America: World Police ",136048,2609,"Trey Parker",700,"R",3e+07,2004,523,7.2,0,"Comedy_Action"
"John Luessenhop",282,92,34,322,"Keram Malicki-Sánchez",383,34334256,"Gunnar Hansen","Texas Chainsaw 3D ",35131,1945,"Shaun Sipos",255,"R",1.1e+07,2013,333,4.8,16000,"Thriller"
"Jon Amiel",57,123,36,631,"Holly Hunter",10000,32051917,"William McNamara","Copycat ",42315,12338,"Harry Connick Jr.",140,"R",2e+07,1995,1000,6.6,0,"Drama_Thriller_Crime"
"Malcolm D. Lee",153,88,92,636,"Snoop Dogg",31000,32014289,"Marisa Saks","Scary Movie 5 ",50337,34319,"Molly Shannon",177,"PG-13",2e+07,2013,881,3.5,13000,"Comedy"
